rarity,id,name,image_url,appeal,skill,preawakened
SR,1016,"""The North and Southern Cross"" Laura Sakuraba",https://vignette.wikia.nocookie.net/aikatsu/images/3/38/Photokatsu_1016.png/revision/latest?cb=20170421211554,Star Cool Charm,Cool Change (iii),
SR+,1017,"""The Blue Rose of Courage"" Laura Sakuraba+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b7/Photokatsu_1017.jpg/revision/latest?cb=20170419171041,Star Unchain Chord,Cool Change (iii),
SR,1018,"""Active☆ Girl"" Yume Nijino",https://vignette.wikia.nocookie.net/aikatsu/images/f/ff/Photokatsu_1018.jpg/revision/latest?cb=20170427054303,Star Cute Charm,Panel Strength (iii),
SR+,1019,"""The Sun-like Pink Lily"" Yume Nijino+",https://vignette.wikia.nocookie.net/aikatsu/images/0/0c/Photokatsu_1019.jpg/revision/latest?cb=20170427054313,Star Heartful World,Panel Strength (iii),
SR,1020,"""The White Rose in the Deep Sea, Glowing"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/f/f0/Photokatsu_1020.jpg/revision/latest?cb=20170419122820,Star Sexy Charm,Very Good plus Appeal!,
SR+,1021,"""The Orchid of Elegance"" Mahiru Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/5/51/Photokatsu_1021.jpg/revision/latest?cb=20170419122925,Star Kissing Jewel,Very Good plus Appeal!,
R,1022,"""The Feeling when giving Felicitations"" Koharu Nanakura",https://vignette.wikia.nocookie.net/aikatsu/images/e/ef/Photokatsu_1022.jpg/revision/latest?cb=20170427054323,Star Sexy Charm,All Aura UP! (ii),
R+,1023,"""The Flower Shower of Dreams"" Koharu Nanakura+",https://vignette.wikia.nocookie.net/aikatsu/images/3/3b/Photokatsu_1023.jpg/revision/latest?cb=20170427054336,Star Sexy Charm,All Aura UP! (ii),
R,1024,"""Bridal Pink"" Hime Shiratori",https://vignette.wikia.nocookie.net/aikatsu/images/e/e2/Photokatsu_1024.png/revision/latest?cb=20170419100800,Star Cute Charm,Cute Aura UP! (ii),
R+,1025,"""The Flower Shower of Love"" Hime Shiratori+",https://vignette.wikia.nocookie.net/aikatsu/images/a/ad/Photokatsu_1025.png/revision/latest?cb=20170419100912,Star Cute Charm,Cute Aura UP! (ii),
PR,1026,"""Twinkle Star"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/9/97/Photokatsu_1026.jpg/revision/latest?cb=20170428075001,Premium Photo on Stage,Perfect Tap Heart,
PR+,1027,"""Royal Angel"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/5/57/Photokatsu_1027.jpg/revision/latest?cb=20170428140438,Premium Angel Arrow,Perfect Tap Heart,
SR,1028,"""Five Twinkle"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/1/11/Photokatsu_1028.png/revision/latest?cb=20170428062836,Photo on Stage,Very Good Tap Heart,
SR+,1029,"""Royal Butterfly"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/3/36/Photokatsu_1029.png/revision/latest?cb=20170428062951,Butterfly Flip,Very Good Tap Heart,
SR,1030,"""Four Twinkle"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/3/3b/Photokatsu_1030.png/revision/latest?cb=20170428103705,Photo on Stage,All Score UP! (iii),
SR+,1031,"""Royal Dream"" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/0/06/Photokatsu_1031.png/revision/latest?cb=20170428103642,Dreaming Heart,All Score UP! (iii),
SR,1032,"""Three Twinkle"" Aoi Kiriya",https://vignette.wikia.nocookie.net/aikatsu/images/2/21/Photokatsu_1032.jpg/revision/latest?cb=20170428125942,Photo on Stage,Cool Change (iii),
SR+,1033,"""Royal Techno"" Aoi Kiriya+",https://vignette.wikia.nocookie.net/aikatsu/images/3/35/Photokatsu_1033.jpg/revision/latest?cb=20170428130012,Cosmo Showtime,Cool Change (iii),
R,1034,"""Pitter Patter Starry Stars"" Otome Arisugawa",https://vignette.wikia.nocookie.net/aikatsu/images/3/32/Photokatsu_1034.jpg/revision/latest?cb=20170428121701,Pop Flash,Good plus Appeal!,
R+,1035,"""Arigatō nano-desu"" Otome Arisugawa+",https://vignette.wikia.nocookie.net/aikatsu/images/d/d7/Photokatsu_1035.jpg/revision/latest?cb=20170428121835,Pop Flash,Good plus Appeal!,
SR,1036,"""Two Twinkle"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/b/b8/Photokatsu_1036.jpg/revision/latest?cb=20170509042008,Photo on Stage,Aura plus Appeal! (iii),
SR+,1037,"""Royal Gothic"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/d/dc/Photokatsu_1037.jpg/revision/latest?cb=20170509110122,Clock Circus,Aura plus Appeal! (iii),
R,1038,"""The Preferred Towel"" Mikuru Natsuki",https://vignette.wikia.nocookie.net/aikatsu/images/1/18/Photokatsu_1038.jpg/revision/latest?cb=20170509042206,Pop Flash,All Score UP! (ii),
R+,1039,"""I'll be Beside You Next Time"" Mikuru Natsuki+",https://vignette.wikia.nocookie.net/aikatsu/images/0/01/Photokatsu_1039.jpg/revision/latest?cb=20170509111133,Pop Flash,All Score UP! (ii),
SR,1040,"""Six Twinkle"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/5/57/Photokatsu_1040.png/revision/latest?cb=20170428065030,Photo on Stage,Sexy Aura UP! (iii),
SR+,1041,"""Royal Moon"" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/8/89/Photokatsu_1041.jpg/revision/latest?cb=20170428134043,Double Moon Jewel,Sexy Aura UP! (iii),
SR,1042,"""Eight Twinkle"" Juri Kurebayashi",https://vignette.wikia.nocookie.net/aikatsu/images/a/a9/Photokatsu_1042.png/revision/latest?cb=20170428065020,Photo on Stage,All Aura UP! (iii),
SR+,1043,"""Royal Passion"" Juri Kurebayashi +",https://vignette.wikia.nocookie.net/aikatsu/images/6/69/Photokatsu_1043.jpg/revision/latest?cb=20170428113937,Blossom Amore,All Aura UP! (iii),
SR,1044,"""Seven Twinkle"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/5/52/Photokatsu_1044.jpg/revision/latest?cb=20170501090706,Photo on Stage,Cool Score UP! (iii),
SR+,1045,"""Royal Mystery"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/0/01/Photokatsu_1045.jpg/revision/latest?cb=20170501113854,Clock Circus,Cool Score UP! (iii),
PR,1046,"""The Lady's Heart wanting to Bloom"" Miyabi Fujiwara",https://vignette.wikia.nocookie.net/aikatsu/images/5/5d/Photokatsu_1046.png/revision/latest?cb=20170508063227,Premium Hanakasa no Mai,Sexy Aura UP! (iv),
PR+,1047,"""Night of the Full Moon and the Hagoromo"" Miyabi Fujiwara+",https://vignette.wikia.nocookie.net/aikatsu/images/7/7c/Photokatsu_1047.jpg/revision/latest?cb=20170508095239,Premium Hanakasa no Mai,Sexy Aura UP! (iv),
SR,1048,"""The Lady's Dream and the Mind's Darkness"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/d/d5/Photokatsu_1048.png/revision/latest?cb=20170508063133,Clock Circus,Very Good plus Appeal!,
SR+,1049,"""Mysterious Cross"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/4/4a/Photokatsu_1049.jpg/revision/latest?cb=20170508095829,Clock Circus,Very Good plus Appeal!,
PR,1050,"""The Moment of Debut"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/b/b9/Photokatsu_1050.jpg/revision/latest?cb=20170508083020,Premium Dreaming Heart,Perfect Combo!,
PR+,1051,"""Amidst the Scent of Spring"" Akari Ōzora+",https://vignette.wikia.nocookie.net/aikatsu/images/9/91/Photokatsu_1051.png/revision/latest?cb=20170508063241,Premium Dreaming Heart,Perfect Combo!,
SR,1052,"""Matte Mint Green"" Sora Kazesawa",https://vignette.wikia.nocookie.net/aikatsu/images/d/dc/Photokatsu_1052.png/revision/latest?cb=20170508063104,Sky Oasis,Sexy Aura UP! (iii),
SR+,1053,"""Navy Indian"" Sora Kazesawa+",https://vignette.wikia.nocookie.net/aikatsu/images/5/50/Photokatsu_1053.jpg/revision/latest?cb=20170508111040,Sky Oasis,Sexy Aura UP! (iii),
PR,1054,"""Under the Sunlight filtering through the Leaves"" Nao",https://vignette.wikia.nocookie.net/aikatsu/images/b/be/Photokatsu_1054.png/revision/latest?cb=20170508063159,Premium Mens' Flash,Cool Change (iv),
PR+,1055,"""Crisis Breaker"" Nao+",https://vignette.wikia.nocookie.net/aikatsu/images/3/32/Photokatsu_1055.jpg/revision/latest?cb=20170508110518,Premium Mens' Flash,Cool Change (iv),
SR,1056,"""Powerful Drummer"" King",https://vignette.wikia.nocookie.net/aikatsu/images/7/78/Photokatsu_1056.jpg/revision/latest?cb=20170701082714,Mens' Flash,Cool Aura UP! (iii),
SR+,1057,"""The Best Stage"" King+",https://vignette.wikia.nocookie.net/aikatsu/images/2/24/Photokatsu_1057.png/revision/latest?cb=20170514053037,Mens' Flash,Cool Aura UP! (iii),
SR,1058,"""Technical Guitarist"" Hiro",https://vignette.wikia.nocookie.net/aikatsu/images/5/50/Photokatsu_1058.jpg/revision/latest?cb=20170701082736,Mens' Flash,Cool plus Appeal! (iii),
SR+,1059,"""Aiming for the Further Heights"" Hiro+",https://vignette.wikia.nocookie.net/aikatsu/images/7/72/Photokatsu_1059.png/revision/latest?cb=20170514053107,Mens' Flash,Cool plus Appeal! (iii),
SR,1060,"""Mysterious Bassist"" Shurato",https://vignette.wikia.nocookie.net/aikatsu/images/0/07/Photokatsu_1060.jpg/revision/latest?cb=20170508105039,Mens' Flash,Cool Score UP! (iii),
SR+,1061,"""Zenith Confidence"" Shurato+",https://vignette.wikia.nocookie.net/aikatsu/images/6/67/Photokatsu_1061.jpg/revision/latest?cb=20170508110311,Mens' Flash,Cool Score UP! (iii),
SR,1062,"""Special YEAH!"" Johnny Bepp",https://vignette.wikia.nocookie.net/aikatsu/images/a/a0/Photokatsu_1062.png/revision/latest?cb=20170508063144,Johnny Cute Flash,Very Good Tap Heart,
SR+,1063,"""IT'S SHOWTIME"" Johnny Bepp+",https://vignette.wikia.nocookie.net/aikatsu/images/0/08/Photokatsu_1063.jpg/revision/latest?cb=20170509114723,Johnny Cute Flash,Very Good Tap Heart,
SR,1064,"""Behind the Idols' Backs"" Tsubasa Sena",https://vignette.wikia.nocookie.net/aikatsu/images/0/0f/Photokatsu_1064.jpg/revision/latest?cb=20170508105245,Mens' Flash,Very Good Judge Shift,
SR+,1065,"""Heading to the Stage Myself Today"" Tsubasa Sena+",https://vignette.wikia.nocookie.net/aikatsu/images/6/65/Photokatsu_1065.jpg/revision/latest?cb=20170511095304,Mens' Flash,Very Good Judge Shift,
SR,1066,"""The Chef was a Former Idol"" Shun Yotsuba",https://vignette.wikia.nocookie.net/aikatsu/images/5/5d/Photokatsu_1066.jpg/revision/latest?cb=20170508092038,Mens' Flash,All Score UP! (iii),
SR+,1067,"""Voice of the Gentleman"" Shun Yotsuba+",https://vignette.wikia.nocookie.net/aikatsu/images/f/fe/Photokatsu_1067.jpg/revision/latest?cb=20170508092051,Mens' Flash,All Score UP! (iii),
PR,1068,"""My Feelings within the Shooting Stars"" Mahiru Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/3/3d/Photokatsu_1068.jpg/revision/latest?cb=20170522111311,Star Premium Kissing Jewel,All Aura UP! (iv),
PR,1069,"""The New Snow Queen"" Mahiru Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b2/Photokatsu_1069.jpg/revision/latest?cb=20170522174012,Star Premium Kissing Jewel,All Aura UP! (iv),
PR+,1070,"""Treasure Obtained Desu♪"" Otome Arisugawa+",https://vignette.wikia.nocookie.net/aikatsu/images/4/4e/Photokatsu_1070.jpg/revision/latest?cb=20170601163011,Premium Butterfly Flip,Perfect plus Appeal! (iv),yes
PR,1071,"""The Viola Little Devil"" Nono Daichi",https://vignette.wikia.nocookie.net/aikatsu/images/7/75/Photokatsu_1071.jpg/revision/latest?cb=20170510082312,Premium Wicked Rouge,All Score UP! (iv),
PR+,1072,"""Heaven Rose Queen"" Nono Daichi+",https://vignette.wikia.nocookie.net/aikatsu/images/6/64/Photokatsu_1072.jpg/revision/latest?cb=20170513104618,Premium Wicked Rouge,All Score UP! (iv),
SR,1073,"""Glamor of the Lamé Ribbon"" Lisa Shirakaba",https://vignette.wikia.nocookie.net/aikatsu/images/5/5f/Photokatsu_1073.jpg/revision/latest?cb=20170510100024,Wicked Rouge,Very Good Combo!,
SR+,1074,"""Perfume of the Purple Rose"" Lisa Shirakaba+",https://vignette.wikia.nocookie.net/aikatsu/images/0/08/Photokatsu_1074.jpg/revision/latest?cb=20170519145040,Wicked Rouge,Very Good Combo!,
SR,1075,"""Amethyst Goddess"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/6/61/Photokatsu_1075.png/revision/latest?cb=20170511013634,Wicked Rouge,All plus Appeal! (iii),
SR+,1076,"""Royal Emerald"" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/8/8d/Photokatsu_1076.png/revision/latest?cb=20170511013438,Wicked Rouge,All plus Appeal! (iii),
SR,1077,"""The Angel's Diamond"" Madoka Amahane",https://vignette.wikia.nocookie.net/aikatsu/images/3/37/Photokatsu_1077.jpg/revision/latest?cb=20170510100653,Wicked Rouge,Very Good plus Appeal!,
SR+,1078,"""Desserts as soon as Possible"" Madoka Amahane+",https://vignette.wikia.nocookie.net/aikatsu/images/3/3f/Photokatsu_1078.png/revision/latest?cb=20170511013411,Wicked Rouge,Very Good plus Appeal!,
SR,1079,"""Charming Star"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/b/b0/Photokatsu_1079.png/revision/latest?cb=20170511030824,Wicked Rouge,Sexy Change (iii),
SR+,1080,"""Vamp・Rouge"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/f/f8/Photokatsu_1080.jpg/revision/latest?cb=20170511032812,Wicked Rouge,Sexy Change (iii),
R,1081,"""All the way from Kobe"" Kokone Kurisu",https://vignette.wikia.nocookie.net/aikatsu/images/e/ed/Photokatsu_1081.jpg/revision/latest?cb=20170510083723,Pop Flash,All Aura UP! (ii),
R+,1082,"""Coverage for the Show"" Kokone Kurisu+",https://vignette.wikia.nocookie.net/aikatsu/images/0/0b/Photokatsu_1082.jpg/revision/latest?cb=20170510083644,Pop Flash,All Aura UP! (ii),
PR,1083,"""Pungent Pepper"" Rin Kurosawa",https://vignette.wikia.nocookie.net/aikatsu/images/4/48/Photokatsu_1083.jpg/revision/latest?cb=20170519153104,Premium Miracle Parade,Panel Strength (iv),
PR+,1084,"""Chica Chulo Bonita"" Rin Kurosawa+",https://vignette.wikia.nocookie.net/aikatsu/images/3/3c/Photokatsu_1084.jpg/revision/latest?cb=20170520132611,Premium Blossom Amore,Panel Strength (iv),
PR,1085,"""Patrol at Daybreak"" Aoi Kiriya",https://vignette.wikia.nocookie.net/aikatsu/images/c/cb/Photokatsu_1085.png/revision/latest?cb=20170519071712,Premium Sweet Patrol,Cool plus Appeal! (iv),
PR+,1086,"""The Wings of Justice that Strikes the Evil"" Aoi Kiriya+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b8/Photokatsu_1086.png/revision/latest?cb=20170519071655,Premium Cosmo Showtime,Cool plus Appeal! (iv),
SR,1087,"""Police Dog: The Otome"" Otome Arisugawa",https://vignette.wikia.nocookie.net/aikatsu/images/b/b2/Photokatsu_1087.jpg/revision/latest?cb=20170519122837,Sweet Patrol,Aura plus Appeal! (iii),
SR+,1088,"""Otome Police Arrives!"" Otome Arigusawa+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e0/Photokatsu_1088.jpg/revision/latest?cb=20170519113805,Candy Rainbow,Aura plus Appeal! (iii),
SR,1089,"""The Instructor of The Otome"" Sakura Kitaōji",https://vignette.wikia.nocookie.net/aikatsu/images/4/45/Photokatsu_1089.jpg/revision/latest?cb=20170519134614,Sweet Patrol,Cool Aura UP! (iii),
SR+,1090,"""I will Capture You!"" Sakura Kitaōji+",https://vignette.wikia.nocookie.net/aikatsu/images/6/6f/Photokatsu_1090.jpg/revision/latest?cb=20170519134718,Cosmo Showtime,Cool Aura UP! (iii),
SR,1091,"""Fuu~ to the Hot Tea"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/f/f5/Photokatsu_1091.jpg/revision/latest?cb=20170530041752,Cosmo Showtime,Cool Score UP! (iii),
SR+,1092,"""Prepare Yourself!"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/1/11/Photokatsu_1092.jpg/revision/latest?cb=20170530043649,Cosmo Showtime,Cool Score UP! (iii),
SR,1093,"""Smartly Dressed High Police"" Shion Kamiya",https://vignette.wikia.nocookie.net/aikatsu/images/7/75/Photokatsu_1093.jpg/revision/latest?cb=20170519093216,Cosmo Showtime,Very Good Judge Shift,
SR,1094,"""The Idol Detective Arrives!"" Shion Kamiya+",https://vignette.wikia.nocookie.net/aikatsu/images/f/f7/Photokatsu_1094.jpg/revision/latest?cb=20170519095836,Cosmo Showtime,Very Good Judge Shift,
R,1095,"""Reference Information!"" Rin Kurosawa",https://vignette.wikia.nocookie.net/aikatsu/images/1/1d/Photokatsu_1095.jpg/revision/latest?cb=20170530042235,Cool Flash,Aura plus Appeal! (ii),
R+,1096,"""The New Song is Danceable"" Rin Kurosawa+",https://vignette.wikia.nocookie.net/aikatsu/images/a/a1/Photokatsu_1096.jpg/revision/latest?cb=20170530042832,Cool Flash,Aura plus Appeal! (ii),
R,1097,"""A Mysterious Feel to the New Song"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/e/e5/Photokatsu_1097.jpg/revision/latest?cb=20170519081246,Cool Flash,Cool plus Appeal! (ii),
R+,1098,"""Respect for the Uniform"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/f/ff/Photokatsu_1098.jpg/revision/latest?cb=20170519082544,Cool Flash,Cool plus Appeal! (ii),
PR,1099,"""The Smile that Links the Future"" Ichigo Hoshimiya",https://vignette.wikia.nocookie.net/aikatsu/images/c/c3/Photokatsu_1099.jpg/revision/latest?cb=20170531085410,Premium Cosmos Sunshine,Cute Score UP! (iv),
PR+,1100,"""Aikatsu! Continues"" Ichigo Hoshimiya+",https://vignette.wikia.nocookie.net/aikatsu/images/8/88/Photokatsu_1100.png/revision/latest?cb=20170531141619,Premium Angel Arrow,Cute Score UP! (iv),
SR,1101,"""A Graceful Lady"" Aoi Kiriya",https://vignette.wikia.nocookie.net/aikatsu/images/f/f4/Photokatsu_1101.jpg/revision/latest?cb=20170531085300,Cosmos Sunshine,All Score UP! (iii),
SR+,1102,"""Pure Techno Color"" Aoi Kiriya+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e4/Photokatsu_1102.jpg/revision/latest?cb=20170531133816,Cosmo Showtime,All Score UP! (iii),
SR,1103,"""An Attractive Women"" Hikari Minowa",https://vignette.wikia.nocookie.net/aikatsu/images/c/cf/Photokatsu_1103.jpg/revision/latest?cb=20170531085312,Cosmos Sunshine,Sexy plus Appeal! (iii),
SR+,1104,"""The Sun that Climbed to the Ground"" Hikari Minowa+",https://vignette.wikia.nocookie.net/aikatsu/images/2/2b/Photokatsu_1104.jpg/revision/latest?cb=20170604123807,Butterfly Flip,Sexy plus Appeal! (iii),
SR,1105,"""A Beautiful Figure"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/3/37/Photokatsu_1105.jpg/revision/latest?cb=20170531135752,Cosmos Sunshine,Very Good plus Appeal!,
SR+,1106,"""The Stage full of Emotions"" Ran Shibuki+",https://vignette.wikia.nocookie.net/aikatsu/images/b/bb/Photokatsu_1106.jpg/revision/latest?cb=20170531135652,Butterfly Flip,Very Good plus Appeal!,
R,1107,"""The Anticipated New Unit"" Otome Arisugawa",https://vignette.wikia.nocookie.net/aikatsu/images/a/a0/Photokatsu_1107.jpg/revision/latest?cb=20170531101153,Pop Flash,Pop Aura UP! (ii),
R+,1108,"""A Maiden's Sincerity"" Otome Arisugawa+",https://vignette.wikia.nocookie.net/aikatsu/images/5/57/Photokatsu_1108.jpg/revision/latest?cb=20170531101711,Pop Flash,Pop Aura UP! (ii),
SR,1109,"""My Eyes are Only on You"" Hinaki Shinjō",https://vignette.wikia.nocookie.net/aikatsu/images/8/86/Photokatsu_1109.jpg/revision/latest?cb=20170609051344,Cosmos Sunshine,Pop Aura UP! (iii),
SR+,1110,"""Smiling Sunflower"" Hinaki Shinjō+",https://vignette.wikia.nocookie.net/aikatsu/images/0/0e/Photokatsu_1110.jpg/revision/latest?cb=20170609051958,Cheerful Kiss,Pop Aura UP! (iii),
R,1111,"""Image Flower"" Mikuru Natsuki",https://vignette.wikia.nocookie.net/aikatsu/images/4/46/Photokatsu_1111.jpg/revision/latest?cb=20170610040728,Pop Flash,Good Judge Shift,
R+,1112,"”Purity of the Two Maidens"" Mikuru Natsuki+",https://vignette.wikia.nocookie.net/aikatsu/images/6/6f/Photokatsu_1112.jpg/revision/latest?cb=20170610040944,Pop Flash,Good Judge Shift,
PR,1113,"""Enjoy☆ Summer"" Yuzu Nikaidō",https://vignette.wikia.nocookie.net/aikatsu/images/a/a5/Photokatsu_1113.jpg/revision/latest?cb=20170609141426,Star Pop Charm,Perfect plus Appeal!,
PR+,1114,"""Banana Boat Dive"" Yuzu Nikaidō+",https://vignette.wikia.nocookie.net/aikatsu/images/2/24/Photokatsu_1114.jpg/revision/latest?cb=20170609141515,Premium Star Smiley Splash,Perfect plus Appeal!,
SR,1115,"""Angely Pink"" Madoka Amahane",https://vignette.wikia.nocookie.net/aikatsu/images/f/fb/Photokatsu_1115.jpg/revision/latest?cb=20170609054522,Angel Arrow,Panel Strength (iii),
SR+,1116,"""The Girl in my Dreams"" Madoka Amahane+",https://vignette.wikia.nocookie.net/aikatsu/images/f/f2/Photokatsu_1116.jpg/revision/latest?cb=20170609055622,Angel Arrow,Panel Strength (iii),
PR,1117,"""The Twinkling Carnival"" Ako Saotome",https://vignette.wikia.nocookie.net/aikatsu/images/8/8f/Photokatsu_1117.jpg/revision/latest?cb=20170609054729,Premium Star Smiley Splash,Pop Aura UP! (iv),
PR+,1118,"""Exciting Popping"" Ako Saotome+",https://vignette.wikia.nocookie.net/aikatsu/images/5/5c/Photokatsu_1118.jpg/revision/latest?cb=20170609235353,Premium Star Smiley Splash,Pop Aura UP! (iv),
SR,1119,"""Onto the Next Step"" Yozora Kasumi",https://vignette.wikia.nocookie.net/aikatsu/images/7/72/Photokatsu_1119.jpg/revision/latest?cb=20170609055024,Star Sexy Charm,Sexy plus Appeal! (iii),
SR+,1120,"""Queen of the Ice Castle"" Yozora Kasumi+",https://vignette.wikia.nocookie.net/aikatsu/images/e/ed/Photokatsu_1120.jpg/revision/latest?cb=20170609060327,Star Kissing Jewel,Sexy plus Appeal! (iii),
PR,1121,"""Judgement of the Moonlit Night"" Yurika Tōdō",https://vignette.wikia.nocookie.net/aikatsu/images/3/34/Photokatsu_1121.png/revision/latest?cb=20170701080249,Premium Clock Circus,Aura plus Appeal! (iv),
PR+,1122,"""Ruler of the Night"" Yurika Tōdō+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e6/Photokatsu_1122.png/revision/latest?cb=20170702204815,Premium Clock Circus,Aura plus Appeal! (iv),
R,1123,Noeru Otoshiro,https://vignette.wikia.nocookie.net/aikatsu/images/2/2a/Photokatsu_1123.jpg/revision/latest?cb=20170701131048,Cute Flash,Cute Aura UP! (ii),
R+,1124,Noeru Otoshiro+,https://vignette.wikia.nocookie.net/aikatsu/images/1/1a/Photokatsu_1124.jpg/revision/latest?cb=20170701131102,Cute Flash,Cute Aura UP! (ii),
PR,1125,"""The Best Present"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/6/63/Photokatsu_1125.jpg/revision/latest?cb=20170612075038,Premium Cosmos Sunshine,All Aura UP! (iv),
PR+,1126,"""Thank you Everyone!"" Akari Ōzora",https://vignette.wikia.nocookie.net/aikatsu/images/5/5e/Photokatsu_1126.jpg/revision/latest?cb=20170612092255,Premium Dreaming Heart,All Aura UP! (iv),
SR,1127,"""As Fate Unfolds"" Sakura Kitaōji",https://vignette.wikia.nocookie.net/aikatsu/images/e/eb/Photokatsu_1127.jpg/revision/latest?cb=20170613051548,Cosmos Sunshine,Cute Aura UP! (iii),
SR+,1128,"""Gorgeous Daughter of Flowers"" Sakura Kitaōji+",https://vignette.wikia.nocookie.net/aikatsu/images/6/67/Photokatsu_1128.jpg/revision/latest?cb=20170621190318,Around Bouquet,Cute Aura UP! (iii),
SR,1129,"""A tiny bit of Happiness"" Sumire Hikami",https://vignette.wikia.nocookie.net/aikatsu/images/2/2d/Photokatsu_1129.jpg/revision/latest?cb=20170612094353,Cosmos Sunshine,All Score UP! (iii),
SR+,1130,"""The Support for Me"" Sumire Hikami+",https://vignette.wikia.nocookie.net/aikatsu/images/1/12/Photokatsu_1130.jpg/revision/latest?cb=20170614195327,Clock Circus,All Score UP! (iii),
SR,1131,"""Holy Love"" Yū Hattori",https://vignette.wikia.nocookie.net/aikatsu/images/a/a5/Photokatsu_1131.jpg/revision/latest?cb=20170612065121,Cosmos Sunshine,Aura plus Appeal! (iii),
SR+,1132,"""Lives on Sleepless Nights"" Yū Hattori+",https://vignette.wikia.nocookie.net/aikatsu/images/b/b3/Photokatsu_1132.jpg/revision/latest?cb=20170612065333,Passion Beat,Aura plus Appeal! (iii),
SR,1133,"""I Love You"" Juri Kurebayashi",https://vignette.wikia.nocookie.net/aikatsu/images/e/ea/Photokatsu_1133.jpg/revision/latest?cb=20170612063406,Cosmos Sunshine,All Aura UP! (iii),
SR+,1134,"""All for the Two of them"" Juri Kurebayashi +",https://vignette.wikia.nocookie.net/aikatsu/images/7/78/Photokatsu_1134.jpg/revision/latest?cb=20170612064034,Blossom Amore,All Aura UP! (iii),
R,1135,"""The Adored Baton"" Mizuki Kanzaki",https://vignette.wikia.nocookie.net/aikatsu/images/4/49/Photokatsu_1135.jpg/revision/latest?cb=20170612063424,Sexy Flash,Good Judge Shift,
R+,1136,"""Unwavering Feelings"" Mizuki Kanzaki+",https://vignette.wikia.nocookie.net/aikatsu/images/6/6f/Photokatsu_1136.jpg/revision/latest?cb=20170612064400,Sexy Flash,Good Judge Shift,
PR,1137,"""Ocean Princess"" Hime Shiratori",https://vignette.wikia.nocookie.net/aikatsu/images/c/ca/Photokatsu_1137.jpg/revision/latest?cb=20170623065818,Star Cute Charm,Cute Aura UP! (iv),
PR+,1138,"""Sunset Smile"" Hime Shiratori+",https://vignette.wikia.nocookie.net/aikatsu/images/e/e8/Photokatsu_1138.jpg/revision/latest?cb=20170621112944,Premium Star Heartful World,Cute Aura UP! (iv),
PR,1139,"""Prince of the Circus"" Kaede Ichinose",https://vignette.wikia.nocookie.net/aikatsu/images/1/1e/Photokatsu_1139.jpg/revision/latest?cb=20170621073537,Premium Trick Toy Box,Pop Score UP! (iv),
PR+,1140,"""The Pop Star of Dreams"" Kaede Ichinose+",https://vignette.wikia.nocookie.net/aikatsu/images/0/07/Photokatsu_1140.jpg/revision/latest?cb=20170621150027,Premium Trick Toy Box,Pop Score UP! (iv),
SR,1141,"""Joker Queen"" Ran Shibuki",https://vignette.wikia.nocookie.net/aikatsu/images/a/a2/Photokatsu_1141.jpg/revision/latest?cb=20170621081043,Trick Toy Box,Pop Aura UP! (iii),
